id,date,open_price,high_price,low_price,close_price,volume
34,2021-08-05,19800.198109876652,19927.58299796734,19584.302186391385,19657.611366323406,1249039
35,2021-08-06,19789.352840643438,19678.632629311087,19509.0074601023,19639.5540422606,3511729
36,2021-08-07,19781.75519675266,19924.899399911505,19445.0167938151,19660.94139668884,4328296
37,2021-08-08,19493.708280502513,19876.764412312903,19306.84805335687,19649.987907270555,2984818
38,2021-08-09,19689.413168824372,19542.917698828933,19254.735924768065,19541.50555641824,1436938
39,2021-08-10,19587.92155653866,19610.63637515941,19292.275813157114,19481.02186758374,4228134
40,2021-08-11,19419.566709714316,19756.994330106725,19052.93155368898,19421.801769019276,3308106
41,2021-08-12,19568.34409289735,19544.243952905937,19377.713952906375,19453.082369761396,3124463
42,2021-08-13,19538.904980056537,19623.3115860513,19162.245998411105,19538.20094760649,3767806
43,2021-08-14,19457.55957154596,19552.598310770605,19222.90719588698,19546.043750694553,2806124
44,2021-08-15,19729.571010569023,19690.015631759365,19214.42228636058,19603.30997478573,4263378
45,2021-08-16,19759.810641337717,19948.755098049092,19187.861837807966,19572.757162530277,3956168
46,2021-08-17,19368.604063816456,19583.12373115643,19178.410701095017,19521.221879138946,1849502
47,2021-08-18,19577.97700971961,19790.032425714526,19409.048149296726,19590.681599312302,4313060
48,2021-08-19,19581.169111799325,19717.64842556678,19298.939632809706,19619.351891379167,2981080
49,2021-08-20,19837.62687134429,19810.20356876955,19634.534492817216,19643.59192139908,3013377
50,2021-08-21,19634.65151579442,19676.75088140005,19476.44169710337,19627.02022362931,4148502
51,2021-08-22,19637.156039574533,19765.28329898485,19516.14766011064,19607.89771946122,2152724
52,2021-08-23,19785.809129911468,19787.65497527427,19535.791116113207,19654.600347287596,1740513
53,2021-08-24,19917.11139986142,20078.520419892015,19564.006802130865,19728.734973364393,2242661
54,2021-08-25,19862.863591709254,19799.619360128574,19564.346730350622,19693.72301424745,1845827
55,2021-08-26,19680.130809639806,20014.247677807027,19685.836705289283,19709.432159521144,1245656
56,2021-08-27,19572.45085077014,20008.513509643246,19519.40998670474,19753.97916000524,3875626
57,2021-08-28,19664.011125178054,20055.23462284225,19534.903301691575,19797.74223856892,3660769
58,2021-08-29,19673.10065957701,20115.38886494874,19698.524427741235,19856.35330497053,2044152
59,2021-08-30,19914.569608294787,20201.333309391946,19756.794207169005,19832.486949867594,3593512
60,2021-08-31,19963.299752660354,20078.92821542633,19817.60959920503,19838.67700139076,1432126
61,2021-09-01,20020.195705480866,20002.674344116036,19690.98801616049,19873.461074543342,2147152
62,2021-09-02,20035.97230378142,20277.691081821846,19708.06820955396,19916.197016670456,4919961
63,2021-09-03,20186.642182639327,20153.163071965242,19725.81472960966,20000.518860146945,2193996
64,2021-09-04,19827.56509233217,20162.785337159516,19770.191982441444,19956.861808983947,3254887
65,2021-09-05,19856.123203926676,20025.639536466424,19861.545686493693,19914.64322125767,3165802
66,2021-09-06,19866.2313105832,19968.40393123693,19795.31645590377,19935.89960540984,1900476
67,2021-09-07,19997.44572741526,20218.07844650058,19592.967074702996,19882.07005550959,3893263
68,2021-09-08,19839.167701193634,20047.77427511661,19657.373122200956,19808.443856121463,2153739
69,2021-09-09,19796.515940177516,20237.221066835373,19547.811333442456,19845.852331931554,1489590
70,2021-09-10,19739.268984277118,20035.065325818734,19520.367999915823,19868.26213823132,2858991
71,2021-09-11,19806.749603785192,20217.28033123884,19796.861875163406,19855.844614220387,1346958
72,2021-09-12,20094.010976679398,20118.91370028685,19631.150424711963,19902.620941956557,2422853
73,2021-09-13,19760.0989510695,20034.391192094794,19619.76943663426,19902.59535484322,4602927
74,2021-09-14,20022.88694307776,20061.923764563082,19624.740757700354,19919.814470236735,1625549
75,2021-09-15,19752.174778293996,20177.174820693726,19790.91105448552,19910.22896805859,2092074
76,2021-09-16,19939.2797554379,20088.32869535753,19717.43891388383,19927.81960862943,2444895
77,2021-09-17,19894.674853059572,20090.20332501702,19811.23154435283,19895.995627099943,4434665
78,2021-09-18,19640.084579066057,20016.411824849336,19442.239472788046,19838.06314645998,1196412
79,2021-09-19,19669.5158306779,19929.234781725496,19744.21458197385,19777.955325264997,2441047
80,2021-09-20,19958.618870879294,19828.325312152847,19668.776186377316,19788.930006860723,4222387
81,2021-09-21,19815.712429010233,19997.11040084942,19658.555572324785,19828.390233461494,3407185
82,2021-09-22,19575.242840308725,19913.799047365264,19598.490125393924,19733.02416971645,2047154
83,2021-09-23,19731.277898369073,19821.06088850914,19665.93539684407,19781.16631794411,4534432
84,2021-09-24,19700.453809484912,19897.930002511806,19719.39350609135,19745.8250796681,2467744
85,2021-09-25,19972.240307537777,20152.476978663046,19511.35498448704,19790.205376963226,1059358
86,2021-09-26,19874.623968446318,20106.495058177556,19635.26674074978,19816.680022908487,3404040
87,2021-09-27,19734.305441662458,19969.957491415713,19866.88493174388,19893.407005642428,2728128
88,2021-09-28,20075.504764830614,20056.1903785574,19592.8996513066,19936.027401182364,2246713
89,2021-09-29,19934.545284354514,20127.611948579346,19905.681003005957,19914.11281834516,1556638
90,2021-09-30,20085.853004269786,20244.403216892595,19720.340640944523,19993.626404622457,4334810
91,2021-10-01,19993.999225029464,20226.872321550585,19786.38690250232,19942.589510379898,4979084
92,2021-10-02,20000.10154420971,20137.80717385498,19723.200309598356,19974.95017242161,4126217
93,2021-10-03,19905.44904527174,20210.54468337397,19583.937847758913,19939.530997045837,4152981
94,2021-10-04,19904.319378677865,20279.350733713723,19956.552029344082,19980.54267549505,3351485
95,2021-10-05,20062.401472980568,20081.3192533308,19663.71527057797,19943.584296847206,3631641
96,2021-10-06,19833.849791838587,20318.356254791102,19929.878169022104,19945.601071327204,4581228
97,2021-10-07,19859.652056399776,20058.775092859934,19550.035510959384,19900.309215424746,4786571
98,2021-10-08,19900.841907737646,20372.012422594213,19898.540562395123,19996.01565178379,3108376
99,2021-10-09,20240.500537726617,20362.724491059784,20055.232159167826,20063.949037503084,2842739
100,2021-10-10,19960.23509061891,20244.598418198588,19835.473667436,20043.313973793738,1463790
101,2021-10-11,20070.30522446623,20261.676774960586,19717.745592236923,20019.808433560767,3382111
102,2021-10-12,19876.343084630797,20235.09332897428,19686.672120736737,20025.852198652436,1370841
103,2021-10-13,19754.555153887915,20036.903783150934,19780.432955839453,19942.757156204785,4490391
104,2021-10-14,19846.568476603505,20139.854839145246,19917.682993601404,19994.896925874946,1835128
105,2021-10-15,19857.035896740577,20210.381208605064,19945.42567826335,20036.88224584369,1470148
106,2021-10-16,20262.003675920274,20387.339404059552,20022.125529615685,20113.63123028425,4045523
107,2021-10-17,20026.93717991637,20403.571445834157,20077.169923252954,20115.720416737753,1539027
108,2021-10-18,19992.236743376638,20507.727754449523,19895.529393665412,20148.262381383105,2502664
109,2021-10-19,20364.394825477215,20215.73457946244,19877.859096999648,20171.987524691194,4570239
110,2021-10-20,20104.78983124888,20398.929337971203,20124.83619105335,20197.734710750847,1084538
111,2021-10-21,20121.822257624997,20282.58017341116,20206.57788201262,20246.25023006673,3069990
112,2021-10-22,20373.47020924683,20453.450133161637,20150.072872788078,20212.35538216324,1482758
113,2021-10-23,20228.104829920678,20567.017143055113,20144.689806296716,20287.537916402965,2848794
114,2021-10-24,20114.76117824048,20327.081969411676,20131.40549107343,20310.989707619556,3780093
115,2021-10-25,20395.62033430191,20317.13125190613,20246.237081269835,20294.695173988337,4592110
116,2021-10-26,20478.21359525346,20352.69573340912,20134.407595522996,20316.33970036963,2812243
117,2021-10-27,20278.389594745855,20443.965921198604,20099.597608569187,20359.106229029574,3399781
118,2021-10-28,20428.105768452893,20413.869858586237,19971.212978138003,20299.10488765983,1227040
119,2021-10-29,20399.47282836217,20528.85473811573,20220.67808366086,20371.454635307797,3257601
120,2021-10-30,20504.249568937717,20505.83914164018,20410.514465999055,20455.898574204795,1610926
121,2021-10-31,20378.819746366004,20760.761415421992,20251.799233869504,20481.719377116213,4475572
122,2021-11-01,20685.576779242536,20859.375740960786,20457.62654019871,20484.03094051166,3013440
123,2021-11-02,20659.62091106406,20478.610225978504,20097.029566332378,20464.931727909985,1954073
124,2021-11-03,20385.804003937108,20523.261369176438,20387.51417080439,20407.036581836725,3106270
125,2021-11-04,20506.363789237017,20676.162410724464,20313.19115327848,20431.833411459258,3181272
126,2021-11-05,20579.312847364297,20723.82506534768,20118.037110910558,20443.815770669986,3513905
127,2021-11-06,20248.605280226915,20493.680459782296,20322.528326232146,20436.914750502638,2994361
128,2021-11-07,20329.020643238608,20734.467140221557,20098.034046066627,20491.9762091432,1797469
129,2021-11-08,20424.45752909061,20661.618176925964,20141.024598039872,20449.424265389916,2584234
130,2021-11-09,20597.882413778192,20511.048223507085,20331.08907067644,20436.079803359207,4956237
131,2021-11-10,20364.280962393692,20736.555417165415,20055.338561576802,20423.124404929895,2937407
132,2021-11-11,20276.710571594704,20484.006889667722,20235.56301858875,20471.58862182445,2161197
133,2021-11-12,20409.692579058115,20417.510217828985,20092.194260964123,20378.177765358203,1858023
134,2021-11-13,20420.426533556554,20716.707832635562,20014.747737425227,20340.826224808992,2373606
135,2021-11-14,20197.825495039117,20640.698447673865,20013.07515959913,20331.340631438638,4586009
136,2021-11-15,20288.242421230647,20729.027617131185,20325.20919504409,20347.0751512091,4223788
137,2021-11-16,20553.608850302215,20453.049761907445,20025.13684244954,20409.628110911653,2477699
138,2021-11-17,20395.559040629287,20464.39817604137,20214.795792513763,20432.655512737114,4925014
139,2021-11-18,20362.867671870852,20649.31747557876,20304.38306883077,20490.13483600026,3000666
140,2021-11-19,20660.15252450812,20591.258238922423,20285.13050464198,20472.906512560654,2232789
141,2021-11-20,20183.81791355322,20383.39055526426,20136.45747904024,20381.171261008214,1068093
142,2021-11-21,20436.00683989333,20540.940659422526,20204.158835949987,20452.624605206034,4050259
143,2021-11-22,20255.14947878615,20848.135100582713,20248.3179975641,20450.345048522195,3452301
144,2021-11-23,20608.31329065427,20524.721741676818,20277.745419137533,20460.790818898447,3995220
145,2021-11-24,20509.301942764087,20552.119739393696,20231.991214133755,20479.85562723457,2206604
146,2021-11-25,20426.767357191602,20583.27024631662,20159.47049569237,20501.221960516286,4255934
147,2021-11-26,20399.082899190376,20912.87859152747,20378.365725719297,20551.423886482644,3830414
148,2021-11-27,20435.75268431029,20550.35742905506,20156.37985933448,20516.07836494509,4383775
149,2021-11-28,20588.46028988104,20725.31028673477,20370.61767164946,20539.672205064624,1979632
150,2021-11-29,20594.38533738547,20855.611142269237,20269.61262075981,20627.463271356337,4485165
151,2021-11-30,20804.59185305923,21099.223377571514,20509.38903367846,20700.75776265046,2474160
152,2021-12-01,20809.516051544688,20939.13881892395,20546.642453186945,20709.63430509357,1049833
153,2021-12-02,20747.388375435003,20817.024407852336,20581.065584194756,20661.384144214313,3045056
154,2021-12-03,20547.121185808694,21153.225490938294,20673.808404332958,20743.678459557523,2490232
155,2021-12-04,20745.916015394487,20923.675346177628,20707.960392745324,20728.011653713656,3519209
156,2021-12-05,20816.18401790304,20774.919336779392,20351.803992249625,20677.02191765838,2124829
157,2021-12-06,20539.179358948342,21035.485682815754,20591.66737729891,20638.644968331573,3277855
158,2021-12-07,20610.806208558213,20781.7977818404,20410.741817375903,20603.261161781968,2091429
159,2021-12-08,20702.464436795835,20878.300851288728,20323.645247064196,20656.7949712621,4893004
160,2021-12-09,20553.756921635162,20778.204840330167,20441.9768957748,20576.947016820348,2330176
161,2021-12-10,20657.14641641135,20753.251881357006,20271.33965836638,20653.72363972239,1177528
162,2021-12-11,20817.87883522112,21002.05176350822,20466.917297679192,20651.711321068226,4267841
163,2021-12-12,20778.777808712777,20684.526523674373,20422.055547421318,20657.67750197492,2386012
164,2021-12-13,20713.521461382912,20908.57352361078,20621.148803701475,20631.361888108808,3522305
165,2021-12-14,20529.131369270595,21014.94935540453,20403.420323773622,20638.28610063807,1254688
166,2021-12-15,20656.67769486963,20736.12857489497,20497.739803703676,20676.584328064604,4864664
167,2021-12-16,20917.27568776715,20993.77893779388,20590.650173202295,20712.47205265281,1405153
168,2021-12-17,20733.7119518488,21071.27710535073,20646.157769402063,20726.37681734011,4317124
169,2021-12-18,20966.534040764338,21122.657927450757,20679.591508874768,20820.63666556944,3356581
170,2021-12-19,20969.88123645886,21232.769910307066,20674.039997581047,20859.67485316481,2697426
171,2021-12-20,20831.79782335064,20971.326236834095,20779.04339299812,20899.397606606697,3056650
172,2021-12-21,21068.748355156342,21258.293922808203,20674.579718971538,20909.64971060783,3853641
173,2021-12-22,20893.849324284427,21068.96168327991,20576.790873279297,20908.816930731846,1818001
174,2021-12-23,21102.052405613296,21036.75813271665,20493.027216993425,20899.006750439126,3485727
175,2021-12-24,20811.080048623237,20987.333354655642,20562.368627019583,20856.670399019906,1632126
176,2021-12-25,20812.00409125149,20926.10921918871,20441.08712476054,20800.409072692913,3854231
177,2021-12-26,20676.138346710064,21217.97042306615,20628.358473344153,20832.13198020099,4139908
178,2021-12-27,20654.019261801328,20869.774354494097,20688.55732024803,20843.857732827753,2404063
179,2021-12-28,21089.766075190262,21230.694675760005,20530.18398556892,20886.76814189743,1005597
180,2021-12-29,20914.1318867838,21012.501837457286,20477.258640852488,20886.706925398168,2597367
181,2021-12-30,20826.17003418573,20987.60193903139,20654.927764003252,20834.004602763853,4195226
182,2021-12-31,20820.250496656925,21010.430920392606,20678.34349636722,20843.172941100544,2897641
183,2022-01-01,20799.02982960843,20893.22561016522,20795.90151302044,20880.083109448646,3411245
184,2022-01-02,20868.209356095416,21100.618684633137,20721.099295533804,20821.48795459949,2661337
185,2022-01-03,21000.531431585103,21101.126389627258,20588.386589878774,20848.969704390754,1146546
186,2022-01-04,20826.13966304597,20914.352003161766,20544.47162902214,20806.676692451874,3305637
187,2022-01-05,20719.020322998116,21019.807583108486,20535.256853797713,20767.45719555354,4756882
188,2022-01-06,20936.806207312926,20841.249590267165,20734.768224605454,20768.15917092361,1725763
189,2022-01-07,21017.018605123445,20905.894891250933,20551.528796356124,20817.90022873978,1487485
190,2022-01-08,20934.185492009972,21258.700960157683,20788.184433074177,20885.262036035936,2373031
191,2022-01-09,20989.529967565457,21180.72694355622,20667.550289619223,20871.295640089582,3076178
192,2022-01-10,21072.431966321987,20953.42287653354,20510.897950917184,20875.122968343767,1333694
193,2022-01-11,20910.266385060473,20862.6221211028,20745.092038884777,20857.367885459695,3773372
194,2022-01-12,20717.771921875887,21201.01442014893,20473.268802369286,20863.968365846842,1955223
195,2022-01-13,20825.33657172895,21169.088917935875,20925.53130187553,20926.815733700467,1006763
196,2022-01-14,20725.629463216515,21313.07733032897,20598.144067964593,20920.397958925696,4783367
197,2022-01-15,20870.343906695576,21183.305023766858,20858.37433728121,20928.130644887187,1898961
198,2022-01-16,21038.91825306247,21257.25182087517,20809.331693815984,20979.936915039172,3250103
199,2022-01-17,21194.854208973757,21217.869294097996,20773.579248502312,21088.605192803683,3940058
200,2022-01-18,21132.07856536754,21323.03994705654,20838.63143153173,21108.889745918874,4667789
201,2022-01-19,21050.515289141273,21190.16655806275,21111.1840620928,21153.625314853383,2760921
202,2022-01-20,21297.666447527015,21560.01257747968,20966.133859566286,21208.752700391793,3132444
203,2022-01-21,21264.899851886414,21366.94961063387,20893.637603278443,21231.553157600523,3797878
204,2022-01-22,21162.819408199444,21628.338315882742,20841.6026347374,21212.592474572735,1115180
205,2022-01-23,21081.32868356897,21301.5438256475,21246.69403375939,21257.85252579014,3716589
206,2022-01-24,21186.125858728195,21633.071922434305,21035.344056762955,21212.95349709807,3400683
207,2022-01-25,21219.816454831445,21589.585254785365,21063.26587003256,21231.508492751695,1818438
208,2022-01-26,21336.082795644863,21608.995513120244,20836.992338524757,21233.392802920167,4637044
209,2022-01-27,21376.840222884035,21630.523590070166,20951.31751494645,21309.934820410002,3759880
210,2022-01-28,21406.81979272984,21536.562857495177,21049.671315879987,21356.304708163385,1245690
211,2022-01-29,21271.255557902034,21504.6670903708,21281.141780462087,21396.08471590107,3844180
212,2022-01-30,21498.892508812438,21582.013094285543,21229.651985535707,21390.869521671833,3000548
213,2022-01-31,21182.680150107513,21767.627483404933,20956.775654511544,21373.40113778461,1972749
214,2022-02-01,21249.598996946417,21577.500439116844,21272.62988102652,21388.801305307858,2689148
215,2022-02-02,21328.458759840767,21494.243697311504,21222.287036170375,21372.167114912547,1776074
216,2022-02-03,21154.21786024041,21586.591642850766,21107.820745283872,21318.683921147916,3951454
217,2022-02-04,21250.722873882372,21767.797172456667,21036.559980817954,21361.965463700268,2959667
218,2022-02-05,21130.187360575266,21273.301781158523,20953.029742835923,21266.342751294425,4570120
219,2022-02-06,21300.004940205345,21485.50117692495,20929.15610022072,21290.778914973936,1414431
220,2022-02-07,21172.013876430592,21454.551954660536,20877.573108152123,21223.23338611543,1114125
221,2022-02-08,21249.496975997343,21516.772425355957,20806.44022150956,21206.159325788234,3907016
222,2022-02-09,20986.687966583057,21316.473557420253,21137.62228870274,21172.46947749899,1437305
223,2022-02-10,21331.011825129906,21313.054899266015,20912.74409647404,21197.626148334497,2506911
224,2022-02-11,21260.315606646716,21247.982001617078,21140.773642907465,21183.425709190105,2939138
225,2022-02-12,21037.516659518074,21197.50359298289,20996.229652888287,21182.11595029163,3974568
226,2022-02-13,21347.558837375767,21444.954728516517,21007.553818282147,21208.774717029937,1485034
227,2022-02-14,21119.206361870503,21427.662850046654,21066.30801900458,21264.475995274242,4883847
228,2022-02-15,21214.408265400536,21540.12837263503,21058.360093642787,21297.235531967577,1499254
229,2022-02-16,21235.473481219862,21513.679545372856,21178.681068257498,21266.815281206156,4222381
230,2022-02-17,21137.974092905013,21414.029559236984,20998.37750400433,21177.309776157737,2069887
231,2022-02-18,21200.441515190607,21484.73206511702,20851.34464641386,21138.53624245393,3206202
232,2022-02-19,21301.458194523362,21461.037591982342,20736.0639639775,21135.53623005705,1433294
233,2022-02-20,21178.688474849012,21213.476233761474,20948.41934761729,21177.14672521508,3919036
234,2022-02-21,21233.94698310633,21474.432483636192,21013.497039991238,21173.371541333203,2282899
235,2022-02-22,21156.94382032579,21078.520858771506,20688.943151536118,21067.92260663132,2014525
236,2022-02-23,20917.23672152996,21131.03384404996,21085.125980886616,21127.709833425062,2174417
237,2022-02-24,20952.531125485606,21386.617263376538,21026.005597678526,21070.956210065036,4271703
238,2022-02-25,21005.99793114627,21154.93700696481,20964.105436792062,21029.465024714973,4360878
239,2022-02-26,21238.50348983779,21363.656319048838,20738.67192302019,21112.714373833354,1197867
240,2022-02-27,20933.681563054997,21169.95208933486,20915.842642319636,21085.444718217164,2618692
241,2022-02-28,21031.932907626888,21188.87387832344,20848.789538725734,21074.178581471548,4926594
242,2022-03-01,20996.9635513756,21209.890699033785,20887.14360014621,20993.60327891809,4193083
243,2022-03-02,20970.77162498896,21178.008283001436,20606.893784661468,20957.036251020356,1891308
244,2022-03-03,21063.15978474941,20982.37683029008,20940.697906768633,20948.858441353557,4333564
245,2022-03-04,21063.15541331219,21331.106449163748,20986.00212734737,21034.346084988138,2160726
246,2022-03-05,20978.085609442634,21184.100427685225,20928.4698992113,20967.735388844234,1494157
247,2022-03-06,20972.953201019103,21184.124873877303,20711.83285764805,20932.1898069441,3816001
248,2022-03-07,20904.045374325488,21117.58361937532,20775.113752485133,20864.08177251918,2848906
249,2022-03-08,20824.999574393685,20953.16300723354,20674.771521137198,20871.49944762594,1583281
250,2022-03-09,21030.743743962947,21155.942749632966,20756.27176847126,20930.23656596041,2946186
251,2022-03-10,21088.27125066446,20961.90891320169,20513.430306243816,20925.637420060113,2602276
252,2022-03-11,21200.57472602604,21350.917144272506,20725.08134412553,21040.5595717032,2743781
253,2022-03-12,20809.965119458546,21327.027095840338,20955.450800050057,20998.999374966486,3989107
254,2022-03-13,20883.771229701917,21268.518530357804,20728.08828446344,20978.30213404185,1524848
255,2022-03-14,21127.700850344998,21303.228127306284,20939.965118914653,21082.271998500244,2455652
256,2022-03-15,21080.183286887986,21445.15009964975,20948.658002400338,21088.069699885105,4981824
257,2022-03-16,21001.73124421342,21038.003391715927,21005.159076644366,21026.531277747803,2629158
258,2022-03-17,20721.79715686472,20927.915161838395,20889.759873390823,20902.945216256725,4904141
259,2022-03-18,20855.886806181734,21229.178790028276,20696.551905874145,20853.30246559179,2777408
260,2022-03-19,21044.349056132865,21150.137762133756,20509.371035578584,20884.260851898423,2467880
261,2022-03-20,20868.593730497363,21186.856703630714,20655.67339296241,20857.73204148765,2438539
262,2022-03-21,20609.997086942505,20898.85884002167,20677.635730032463,20813.6175544241,4783413
263,2022-03-22,20832.407763970914,21301.638181557715,20897.67920074543,20942.60577380118,4248945
264,2022-03-23,21047.657372371148,20976.891416387207,20739.59434908127,20947.929686706604,3601029
265,2022-03-24,20754.233781693194,21088.994363632697,20649.00144173283,20945.025630183067,3441679
266,2022-03-25,21218.168865792766,21303.293348624677,20868.51867821149,21028.698324388573,4656851
267,2022-03-26,21090.19627457291,21258.30482797126,20718.136237980187,20990.566303842832,4596898
268,2022-03-27,20845.862023883008,21108.953901024113,20849.92896096885,20987.06487773442,3915174
269,2022-03-28,20996.52406165177,20956.06455724811,20636.1511711525,20936.925206805412,2955585
270,2022-03-29,20970.47298400446,21214.181427177067,20851.352521557234,20887.489270014878,1676976
271,2022-03-30,20706.537752142667,21049.042742632846,20675.567402661258,20857.774363116587,3131735
272,2022-03-31,20716.376234517942,20900.577080493993,20574.77558415,20866.267184626013,1135058
273,2022-04-01,20904.380473493773,21005.712554632522,20552.57378924646,20850.475412947744,2945371
274,2022-04-02,20993.830993158143,21056.882561404385,20457.960467990564,20841.87533104798,1379114
275,2022-04-03,20928.283527132087,21194.421149583843,20828.877237666045,20871.981390495464,2980196
276,2022-04-04,20722.29676098926,21157.639993446537,20725.31946650245,20816.16921781227,1330104
277,2022-04-05,20910.856940771177,21151.607828852102,20593.16707403633,20849.02850663913,2340761
278,2022-04-06,20713.94147399027,21081.94647587652,20713.949218977952,20877.795736352047,1330546
279,2022-04-07,20864.58998816081,21207.96871116353,20630.61496150008,20955.321707965915,3732960
280,2022-04-08,21080.651600878413,21206.420141466173,20785.977366295483,20992.20849169774,3492001
281,2022-04-09,20969.477028588997,21044.95550105069,20493.646223630196,20910.00990045983,4613319
282,2022-04-10,20915.18885884303,21051.1973136995,20678.15289672224,20958.611553693536,4021260
283,2022-04-11,20966.062227449722,21068.09817371399,20877.784659867022,21019.45226703328,2775091
284,2022-04-12,20984.762130836505,21329.377990494264,20985.430720301276,21091.427866042577,1077671
285,2022-04-13,21250.857702310703,21409.208238103984,20897.11442026409,21061.11366588261,2737672
286,2022-04-14,21006.4424763976,21150.311018156626,21004.960306827274,21116.649501646658,4378057
287,2022-04-15,21285.121006970625,21256.464552090714,20951.729085752155,21137.720036612478,1592583
288,2022-04-16,20883.29366848809,21273.329528743754,20925.398404999814,21082.077081112035,1433398
289,2022-04-17,21157.21122594728,21302.379325962524,20763.57190371007,21109.994130644696,4199873
290,2022-04-18,20993.6871476398,21347.723228477218,20794.833660230062,21096.37090177067,1341910
291,2022-04-19,20987.88744190594,21189.79232889254,21062.090858077427,21135.595694928066,3234472
292,2022-04-20,21046.79300481411,21108.997726397207,20632.107972090475,21049.385173964423,2265878
293,2022-04-21,21073.82336452398,21222.006748020354,20876.712708790903,20974.668156999327,2827873
294,2022-04-22,20966.63065392305,21396.476844023357,20667.23217415388,20987.5734325417,3516662
295,2022-04-23,20754.879267812103,21334.14715254255,20570.88202921747,20959.598628286378,3666798
296,2022-04-24,21033.253257774504,21108.44630806819,20541.788460205677,20908.57065907744,2560473
297,2022-04-25,20887.15207079378,21228.308812669202,20752.326263953277,20825.939995431883,1534884
298,2022-04-26,20967.819962591173,20991.928065058837,20370.183797333753,20775.416097995807,1166562
299,2022-04-27,20942.66502163009,21146.54887612885,20566.96855907122,20788.879431939426,4021957
300,2022-04-28,20838.251893441735,20837.51196525965,20585.131526247016,20740.466688044427,3735608
301,2022-04-29,20506.401771233308,21028.94894537888,20505.6373157561,20705.09744151226,3478177
302,2022-04-30,20560.055714392256,20976.785380879348,20219.356574660967,20573.909585481906,4644821
303,2022-05-01,20591.146651555893,20601.57849881859,20369.76268710575,20573.40911768872,3001614
304,2022-05-02,20763.05061175658,20681.76847531119,20574.023355761623,20607.200450957924,2472906
305,2022-05-03,20779.323995951945,20849.6346076169,20616.400334336253,20644.281137989783,2897657
306,2022-05-04,20465.333908324184,20966.717654509932,20521.78089109992,20668.98478319417,4130764
307,2022-05-05,20844.779837319507,20905.062446340773,20315.16179234403,20680.036937330355,4752617
308,2022-05-06,20865.710463647985,20683.152745115713,20467.64651654288,20667.845234502893,3721311
309,2022-05-07,20786.995038072328,20894.930766083926,20438.103052809827,20618.20701439145,1388936
310,2022-05-08,20483.12335457858,20846.55193797484,20601.934222239168,20631.552898412367,3975594
